dia_Id,Dia;hora_Id,Hora,dia_Id;Dir.Med._a_1100cm,Humedad._a_620cm,Irradia.._a_200cm,Presion._a_150cm,Sig.Dir._a_1100cm,Sig.Vel._a_1100cm,Tem.Aire._a_620cm,Vel.Max._a_1100cm,Vel.Med._a_1100cm,hora_Id
"0,""2017-1-07""";"993,""21:30"",6";"315.6,""50.87"",""0.23"",""966.38"",""20.86"",""0.26"",""3.54"",""1.37"",""0.75"",993"
"0,""2017-1-07""";"994,""21:40"",6";"312.5,""52.1"",""0.17"",""966.33"",""32.33"",""0.16"",""3.26"",""0.98"",""0.52"",994"
"0,""2017-1-07""";"995,""21:50"",6";"294.7,""52.5"",""0.12"",""966.33"",""22.36"",""0.25"",""3.07"",""1.37"",""0.64"",995"
"0,""2017-1-07""";"996,""22:00"",6";"192.7,""54.44"",""0.09"",""966.34"",""42.97"",""0.18"",""2.46"",""0.78"",""0.1"",996"
"0,""2017-1-07""";"997,""22:10"",6";"169.4,""54.54"",""0.2"",""966.35"",""7.0"",""0.18"",""2.28"",""0.78"",""0.18"",997"
"0,""2017-1-07""";"998,""22:20"",6";"113.0,""53.46"",""0.26"",""966.27"",""7.71"",""0.32"",""2.32"",""0.98"",""0.52"",998"
"0,""2017-1-07""";"999,""22:30"",6";"114.9,""52.13"",""0.49"",""966.28"",""29.87"",""0.27"",""2.44"",""0.78"",""0.29"",999"
"0,""2017-1-07""";"1000,""22:40"",6";"223.4,""50.83"",""0.14"",""966.4"",""19.89"",""0.32"",""2.7"",""1.27"",""0.69"",1000"
"0,""2017-1-07""";"1001,""22:50"",6";"231.6,""46.0"",""0.13"",""966.33"",""8.34"",""0.24"",""2.49"",""1.37"",""0.94"",1001"
"0,""2017-1-07""";"1002,""23:00"",6";"246.2,""47.5"",""0.28"",""966.39"",""9.16"",""0.16"",""2.51"",""0.69"",""0.1"",1002"
"0,""2017-1-07""";"1003,""23:10"",6";"319.9,""49.71"",""0.11"",""966.4"",""0.01"",""0.07"",""1.95"",""0.39"",""0.02"",1003"
"0,""2017-1-07""";"1004,""23:20"",6";"319.6,""53.24"",""0.15"",""966.44"",""0.25"",""0.14"",""1.71"",""0.49"",""0.09"",1004"
"0,""2017-1-07""";"1005,""23:30"",6";"334.6,""57.37"",""0.13"",""966.4"",""6.94"",""0.16"",""1.39"",""0.78"",""0.07"",1005"
"0,""2017-1-07""";"1006,""23:40"",6";"35.02,""58.93"",""0.22"",""966.34"",""7.91"",""0.37"",""1.17"",""1.18"",""0.47"",1006"
"0,""2017-1-07""";"1007,""23:50"",6";"25.89,""57.11"",""0.51"",""966.23"",""9.16"",""0.26"",""1.18"",""0.88"",""0.46"",1007"
"0,""2017-1-08""";"1008,""00:00"",7";"348.2,""58.05"",""0.09"",""966.19"",""6.17"",""0.1"",""1.12"",""0.59"",""0.05"",1008"
"0,""2017-1-08""";"1009,""00:10"",7";"25.72,""58.55"",""0.12"",""966.2"",""3.92"",""0.03"",""1.07"",""0.29"",""0.0"",1009"
"0,""2017-1-08""";"1010,""00:20"",7";"174.8,""59.16"",""0.13"",""966.13"",""14.23"",""0.1"",""1.04"",""0.49"",""0.04"",1010"
"0,""2017-1-08""";"1011,""00:30"",7";"216.6,""59.68"",""0.24"",""966.14"",""10.51"",""0.12"",""1.02"",""0.59"",""0.05"",1011"
"0,""2017-1-08""";"1012,""00:40"",7";"204.3,""57.54"",""0.18"",""966.0"",""31.01"",""0.2"",""1.06"",""0.78"",""0.24"",1012"
"0,""2017-1-08""";"1013,""00:50"",7";"239.0,""55.49"",""0.21"",""965.96"",""22.68"",""0.23"",""1.21"",""1.08"",""0.19"",1013"
"0,""2017-1-08""";"1014,""01:00"",7";"268.0,""57.79"",""0.18"",""965.91"",""15.29"",""0.2"",""1.05"",""0.78"",""0.17"",1014"
"0,""2017-1-08""";"1015,""01:10"",7";"329.4,""64.08"",""0.26"",""965.82"",""21.57"",""0.22"",""0.37"",""0.98"",""0.48"",1015"
"0,""2017-1-08""";"1016,""01:20"",7";"6.96,""65.11"",""0.21"",""965.79"",""24.07"",""0.24"",""0.01"",""0.88"",""0.27"",1016"
"0,""2017-1-08""";"1017,""01:30"",7";"81.0,""65.69"",""0.41"",""965.72"",""18.89"",""0.14"",""-0.11"",""0.98"",""0.52"",1017"
"0,""2017-1-08""";"1018,""01:40"",7";"73.89,""67.07"",""0.46"",""965.72"",""11.2"",""0.26"",""-0.28"",""1.57"",""0.92"",1018"
"0,""2017-1-08""";"1019,""01:50"",7";"86.1,""66.57"",""0.21"",""965.77"",""7.19"",""0.34"",""-0.39"",""1.18"",""0.26"",1019"
"0,""2017-1-08""";"1020,""02:00"",7";"64.82,""66.27"",""0.26"",""965.76"",""17.8"",""0.22"",""-0.45"",""0.98"",""0.36"",1020"
"0,""2017-1-08""";"1021,""02:10"",7";"53.01,""67.37"",""0.31"",""965.85"",""11.47"",""0.26"",""-0.49"",""1.08"",""0.35"",1021"
"0,""2017-1-08""";"1022,""02:20"",7";"49.92,""68.27"",""0.14"",""965.8"",""12.11"",""0.17"",""-0.58"",""0.69"",""0.2"",1022"
"0,""2017-1-08""";"1023,""02:30"",7";"48.16,""68.44"",""0.21"",""965.81"",""18.18"",""0.22"",""-0.54"",""0.78"",""0.36"",1023"
"0,""2017-1-08""";"1024,""02:40"",7";"63.47,""68.09"",""0.33"",""965.84"",""8.73"",""0.25"",""-0.64"",""0.78"",""0.36"",1024"
"0,""2017-1-08""";"1025,""02:50"",7";"78.08,""67.38"",""0.28"",""965.78"",""0.0"",""0.0"",""-0.64"",""0.1"",""0.0"",1025"
"0,""2017-1-08""";"1026,""03:00"",7";"68.93,""68.22"",""0.2"",""965.78"",""3.24"",""0.03"",""-0.59"",""0.2"",""0.01"",1026"
"0,""2017-1-08""";"1027,""03:10"",7";"8.54,""68.85"",""0.28"",""965.72"",""7.0"",""0.12"",""-0.6"",""0.49"",""0.06"",1027"
"0,""2017-1-08""";"1028,""03:20"",7";"355.5,""70.79"",""0.4"",""965.71"",""23.85"",""0.14"",""-0.88"",""0.49"",""0.09"",1028"
"0,""2017-1-08""";"1029,""03:30"",7";"187.6,""70.41"",""0.22"",""965.68"",""0.86"",""0.02"",""-0.85"",""0.2"",""0.0"",1029"
"0,""2017-1-08""";"1030,""03:40"",7";"52.61,""71.17"",""0.32"",""965.72"",""3.06"",""0.02"",""-0.95"",""0.2"",""0.0"",1030"
"0,""2017-1-08""";"1031,""03:50"",7";"10.23,""72.29"",""0.31"",""965.72"",""6.26"",""0.15"",""-1.15"",""0.49"",""0.15"",1031"
"0,""2017-1-08""";"1032,""04:00"",7";"326.2,""72.4"",""0.38"",""965.7"",""27.99"",""0.19"",""-1.1"",""0.88"",""0.48"",1032"
"0,""2017-1-08""";"1033,""04:10"",7";"306.7,""70.84"",""0.33"",""965.77"",""6.55"",""0.04"",""-0.82"",""0.2"",""0.01"",1033"
"0,""2017-1-08""";"1034,""04:20"",7";"274.6,""70.79"",""0.32"",""965.73"",""21.6"",""0.26"",""-0.69"",""1.08"",""0.44"",1034"
"0,""2017-1-08""";"1035,""04:30"",7";"265.2,""69.95"",""0.4"",""965.59"",""22.82"",""0.27"",""-0.68"",""1.08"",""0.52"",1035"
"0,""2017-1-08""";"1036,""04:40"",7";"272.4,""68.94"",""0.39"",""965.58"",""13.98"",""0.21"",""-0.59"",""0.98"",""0.58"",1036"
"0,""2017-1-08""";"1037,""04:50"",7";"269.5,""66.04"",""0.42"",""965.59"",""18.97"",""0.3"",""-0.39"",""1.08"",""0.39"",1037"
"0,""2017-1-08""";"1038,""05:00"",7";"4.84,""69.87"",""0.27"",""965.58"",""47.98"",""0.25"",""-1.05"",""1.08"",""0.23"",1038"
"0,""2017-1-08""";"1039,""05:10"",7";"18.72,""73.15"",""0.35"",""965.6"",""10.59"",""0.24"",""-1.52"",""0.88"",""0.14"",1039"
"0,""2017-1-08""";"1040,""05:20"",7";"69.72,""74.47"",""0.39"",""965.6"",""13.9"",""0.21"",""-1.76"",""0.88"",""0.34"",1040"
"0,""2017-1-08""";"1041,""05:30"",7";"73.92,""75.03"",""0.54"",""965.57"",""13.5"",""0.2"",""-1.84"",""0.98"",""0.52"",1041"
"0,""2017-1-08""";"1042,""05:40"",7";"73.19,""76.97"",""0.49"",""965.52"",""9.79"",""0.19"",""-2.06"",""0.98"",""0.49"",1042"
"0,""2017-1-08""";"1043,""05:50"",7";"63.55,""77.23"",""0.39"",""965.55"",""13.53"",""0.3"",""-2.04"",""1.18"",""0.48"",1043"
"0,""2017-1-08""";"1044,""06:00"",7";"92.3,""76.14"",""0.38"",""965.59"",""26.67"",""0.22"",""-1.94"",""0.78"",""0.22"",1044"
"0,""2017-1-08""";"1045,""06:10"",7";"53.19,""74.92"",""0.42"",""965.66"",""8.86"",""0.21"",""-1.8"",""0.78"",""0.15"",1045"
"0,""2017-1-08""";"1046,""06:20"",7";"52.72,""74.63"",""0.28"",""965.71"",""0.0"",""0.06"",""-1.75"",""0.29"",""0.02"",1046"
"0,""2017-1-08""";"1047,""06:30"",7";"112.4,""74.29"",""0.16"",""965.79"",""5.5"",""0.1"",""-1.73"",""0.29"",""0.09"",1047"
"0,""2017-1-08""";"1048,""06:40"",7";"107.3,""74.76"",""0.52"",""965.84"",""5.23"",""0.11"",""-1.78"",""0.59"",""0.06"",1048"
"0,""2017-1-08""";"1049,""06:50"",7";"69.94,""75.31"",""0.43"",""965.83"",""15.7"",""0.21"",""-1.84"",""0.88"",""0.22"",1049"
"0,""2017-1-08""";"1050,""07:00"",7";"87.5,""75.24"",""0.36"",""965.98"",""28.37"",""0.24"",""-1.86"",""1.08"",""0.17"",1050"
"0,""2017-1-08""";"1051,""07:10"",7";"60.92,""75.62"",""0.34"",""966.06"",""32.71"",""0.34"",""-1.98"",""1.27"",""0.34"",1051"
"0,""2017-1-08""";"1052,""07:20"",7";"57.33,""75.35"",""0.45"",""966.06"",""17.36"",""0.28"",""-2.14"",""2.06"",""1.1"",1052"
"0,""2017-1-08""";"1053,""07:30"",7";"94.8,""74.88"",""0.84"",""966.12"",""14.06"",""0.39"",""-2.35"",""1.76"",""0.98"",1053"
"0,""2017-1-08""";"1054,""07:40"",7";"95.7,""72.54"",""1.91"",""966.16"",""19.2"",""0.33"",""-2.39"",""1.67"",""0.72"",1054"
"0,""2017-1-08""";"1055,""07:50"",7";"95.5,""71.91"",""4.0"",""966.23"",""14.71"",""0.27"",""-2.22"",""0.88"",""0.29"",1055"
"0,""2017-1-08""";"1056,""08:00"",7";"65.74,""72.17"",""14.85"",""966.35"",""6.98"",""0.27"",""-2.2"",""1.18"",""0.65"",1056"
"0,""2017-1-08""";"1057,""08:10"",7";"61.92,""72.89"",""37.03"",""966.43"",""9.66"",""0.23"",""-1.93"",""1.18"",""0.63"",1057"
"0,""2017-1-08""";"1058,""08:20"",7";"82.8,""70.34"",""55.46"",""966.52"",""14.55"",""0.09"",""-1.09"",""0.39"",""0.06"",1058"
"0,""2017-1-08""";"1059,""08:30"",7";"98.6,""66.62"",""77.89"",""966.62"",""12.27"",""0.08"",""-0.13"",""0.39"",""0.04"",1059"
"0,""2017-1-08""";"1060,""08:40"",7";"289.4,""66.5"",""100.2"",""966.69"",""43.56"",""0.15"",""0.03"",""0.69"",""0.1"",1060"
"0,""2017-1-08""";"1061,""08:50"",7";"118.6,""64.15"",""124.9"",""966.78"",""50.16"",""0.12"",""0.43"",""0.39"",""0.14"",1061"
"0,""2017-1-08""";"1062,""09:00"",7";"297.4,""65.49"",""148.5"",""966.82"",""31.19"",""0.18"",""0.33"",""0.88"",""0.14"",1062"
"0,""2017-1-08""";"1063,""09:10"",7";"259.4,""63.77"",""172.4"",""966.8"",""34.21"",""0.24"",""0.63"",""0.88"",""0.31"",1063"
"0,""2017-1-08""";"1064,""09:20"",7";"250.3,""62.12"",""196.3"",""966.83"",""24.3"",""0.21"",""0.99"",""0.69"",""0.25"",1064"
"0,""2017-1-08""";"1065,""09:30"",7";"279.6,""60.19"",""218.4"",""966.86"",""35.55"",""0.19"",""1.54"",""0.98"",""0.26"",1065"
"0,""2017-1-08""";"1066,""09:40"",7";"268.8,""58.03"",""239.5"",""966.88"",""21.17"",""0.17"",""2.08"",""0.88"",""0.16"",1066"
"0,""2017-1-08""";"1067,""09:50"",7";"15.07,""56.59"",""260.3"",""966.91"",""35.99"",""0.18"",""2.38"",""0.69"",""0.16"",1067"
"0,""2017-1-08""";"1068,""10:00"",7";"98.4,""55.34"",""280.2"",""966.95"",""40.45"",""0.27"",""2.37"",""1.18"",""0.26"",1068"
"0,""2017-1-08""";"1069,""10:10"",7";"49.75,""52.81"",""299.9"",""967.0"",""48.96"",""0.16"",""3.07"",""0.88"",""0.26"",1069"
"0,""2017-1-08""";"1070,""10:20"",7";"48.49,""54.25"",""318.3"",""967.04"",""36.83"",""0.24"",""2.85"",""0.98"",""0.36"",1070"
"0,""2017-1-08""";"1071,""10:30"",7";"65.91,""52.97"",""337.9"",""967.11"",""23.35"",""0.41"",""3.36"",""1.27"",""0.51"",1071"
"0,""2017-1-08""";"1072,""10:40"",7";"102.0,""51.22"",""354.9"",""967.11"",""21.23"",""0.28"",""3.84"",""1.37"",""0.67"",1072"
"0,""2017-1-08""";"1073,""10:50"",7";"96.8,""45.64"",""369.2"",""967.11"",""25.06"",""0.23"",""5.23"",""0.98"",""0.33"",1073"
"0,""2017-1-08""";"1074,""11:00"",7";"101.6,""41.56"",""381.9"",""966.99"",""22.92"",""0.27"",""5.97"",""1.08"",""0.42"",1074"
"0,""2017-1-08""";"1075,""11:10"",7";"76.68,""38.77"",""392.9"",""966.87"",""28.86"",""0.22"",""6.5"",""0.88"",""0.28"",1075"
"0,""2017-1-08""";"1076,""11:20"",7";"38.37,""38.41"",""402.4"",""966.8"",""45.57"",""0.28"",""6.65"",""0.98"",""0.42"",1076"
"0,""2017-1-08""";"1077,""11:30"",7";"59.75,""38.03"",""413.2"",""966.72"",""23.08"",""0.38"",""6.95"",""1.57"",""0.55"",1077"
"0,""2017-1-08""";"1078,""11:40"",7";"84.2,""37.62"",""418.8"",""966.62"",""34.08"",""0.28"",""7.24"",""1.76"",""0.68"",1078"
"0,""2017-1-08""";"1079,""11:50"",7";"239.1,""35.0"",""423.6"",""966.47"",""66.22"",""0.24"",""8.17"",""1.08"",""0.21"",1079"
"0,""2017-1-08""";"1080,""12:00"",7";"76.3,""31.87"",""425.8"",""966.31"",""34.94"",""0.28"",""8.96"",""1.18"",""0.22"",1080"
"0,""2017-1-08""";"1081,""12:10"",7";"115.4,""29.47"",""428.5"",""966.3"",""35.09"",""0.27"",""9.77"",""1.18"",""0.32"",1081"
"0,""2017-1-08""";"1082,""12:20"",7";"101.3,""27.37"",""432.1"",""966.26"",""61.82"",""0.69"",""9.36"",""3.23"",""1.12"",1082"
"0,""2017-1-08""";"1083,""12:30"",7";"20.23,""23.53"",""436.8"",""966.11"",""26.56"",""1.4"",""9.19"",""6.57"",""3.04"",1083"
"0,""2017-1-08""";"1084,""12:40"",7";"29.46,""25.69"",""436.6"",""965.97"",""17.06"",""0.98"",""9.23"",""7.06"",""4.42"",1084"
"0,""2017-1-08""";"1085,""12:50"",7";"27.12,""29.26"",""433.1"",""965.87"",""17.52"",""1.02"",""9.28"",""6.96"",""4.61"",1085"
"0,""2017-1-08""";"1086,""13:00"",7";"27.47,""33.16"",""427.5"",""965.8"",""13.45"",""0.98"",""9.24"",""7.35"",""4.8"",1086"
"0,""2017-1-08""";"1087,""13:10"",7";"44.16,""36.98"",""420.5"",""965.75"",""15.75"",""1.3"",""9.33"",""7.74"",""4.41"",1087"
"0,""2017-1-08""";"1088,""13:20"",7";"38.19,""36.64"",""411.4"",""965.71"",""12.22"",""0.97"",""9.36"",""6.66"",""4.04"",1088"
"0,""2017-1-08""";"1089,""13:30"",7";"49.8,""35.0"",""401.3"",""965.6"",""16.13"",""1.62"",""9.51"",""7.94"",""4.02"",1089"
"0,""2017-1-08""";"1090,""13:40"",7";"45.29,""35.38"",""390.3"",""965.56"",""14.4"",""1.07"",""8.99"",""8.13"",""4.9"",1090"
"0,""2017-1-08""";"1091,""13:50"",7";"51.24,""36.91"",""376.6"",""965.54"",""14.98"",""1.41"",""8.88"",""7.35"",""4.37"",1091"
"0,""2017-1-08""";"1092,""14:00"",7";"52.79,""39.94"",""360.8"",""965.54"",""17.87"",""1.08"",""8.87"",""6.37"",""3.85"",1092"
"0,""2017-1-08""";"1093,""14:10"",7";"43.48,""43.76"",""347.5"",""965.54"",""11.14"",""1.19"",""8.7"",""7.74"",""4.94"",1093"
"0,""2017-1-08""";"1094,""14:20"",7";"12.89,""50.18"",""329.8"",""965.53"",""26.73"",""1.32"",""8.82"",""6.37"",""3.36"",1094"
"0,""2017-1-08""";"1095,""14:30"",7";"26.83,""56.88"",""312.0"",""965.62"",""14.84"",""1.21"",""8.58"",""7.45"",""4.29"",1095"
"0,""2017-1-08""";"1096,""14:40"",7";"36.56,""59.45"",""302.8"",""965.6"",""14.86"",""1.22"",""8.37"",""7.06"",""4.62"",1096"
"0,""2017-1-08""";"1097,""14:50"",7";"23.6,""59.94"",""293.1"",""965.61"",""21.83"",""1.52"",""8.41"",""7.74"",""4.31"",1097"
"0,""2017-1-08""";"1098,""15:00"",7";"5.67,""62.07"",""253.9"",""965.54"",""21.15"",""1.47"",""8.42"",""7.84"",""4.55"",1098"
"0,""2017-1-08""";"1099,""15:10"",7";"23.03,""64.77"",""229.4"",""965.64"",""17.81"",""1.37"",""8.4"",""7.45"",""4.35"",1099"
"0,""2017-1-08""";"1100,""15:20"",7";"18.03,""67.16"",""216.9"",""965.68"",""14.29"",""1.03"",""8.3"",""7.15"",""4.93"",1100"
"0,""2017-1-08""";"1101,""15:30"",7";"13.19,""69.09"",""227.0"",""965.79"",""18.56"",""1.24"",""8.35"",""7.25"",""4.39"",1101"
"0,""2017-1-08""";"1102,""15:40"",7";"11.03,""72.1"",""143.0"",""965.78"",""18.48"",""1.4"",""8.24"",""6.96"",""4.38"",1102"
"0,""2017-1-08""";"1103,""15:50"",7";"13.99,""74.43"",""45.75"",""965.69"",""18.22"",""1.1"",""7.93"",""7.15"",""4.0"",1103"
"0,""2017-1-08""";"1104,""16:00"",7";"5.76,""76.86"",""35.72"",""965.69"",""18.53"",""1.15"",""7.73"",""6.96"",""4.43"",1104"
"0,""2017-1-08""";"1105,""16:10"",7";"356.8,""78.21"",""30.32"",""965.57"",""17.31"",""1.06"",""7.61"",""6.47"",""3.9"",1105"
"0,""2017-1-08""";"1106,""16:20"",7";"357.8,""79.5"",""22.02"",""965.54"",""19.36"",""1.09"",""7.53"",""6.47"",""4.07"",1106"
"0,""2017-1-08""";"1107,""16:30"",7";"10.45,""81.5"",""13.44"",""965.55"",""15.32"",""1.04"",""7.36"",""7.15"",""4.95"",1107"
"0,""2017-1-08""";"1108,""16:40"",7";"27.3,""82.5"",""13.98"",""965.65"",""8.42"",""0.56"",""7.34"",""6.66"",""5.09"",1108"
"0,""2017-1-08""";"1109,""16:50"",7";"32.17,""82.6"",""6.79"",""965.72"",""11.45"",""0.67"",""7.38"",""5.98"",""4.2"",1109"
"0,""2017-1-08""";"1110,""17:00"",7";"55.01,""83.3"",""2.8"",""965.76"",""11.17"",""0.6"",""7.39"",""4.61"",""2.76"",1110"
"0,""2017-1-08""";"1111,""17:10"",7";"71.67,""84.2"",""1.87"",""965.8"",""12.12"",""0.47"",""7.34"",""3.53"",""2.31"",1111"
"0,""2017-1-08""";"1112,""17:20"",7";"63.54,""85.2"",""1.02"",""965.92"",""10.55"",""0.48"",""7.24"",""4.21"",""3.07"",1112"
"0,""2017-1-08""";"1113,""17:30"",7";"66.72,""85.7"",""1.29"",""965.91"",""12.19"",""0.71"",""7.19"",""3.92"",""2.35"",1113"
"0,""2017-1-08""";"1114,""17:40"",7";"53.54,""86.1"",""0.88"",""965.97"",""10.27"",""0.65"",""7.1"",""4.12"",""2.48"",1114"
"0,""2017-1-08""";"1115,""17:50"",7";"44.0,""85.8"",""0.97"",""965.96"",""19.93"",""0.39"",""7.16"",""2.45"",""1.41"",1115"
"0,""2017-1-08""";"1116,""18:00"",7";"7.21,""85.2"",""1.17"",""965.87"",""11.67"",""0.37"",""7.23"",""1.47"",""0.7"",1116"
"0,""2017-1-08""";"1117,""18:10"",7";"332.4,""83.8"",""1.29"",""965.85"",""34.55"",""0.23"",""7.46"",""0.88"",""0.32"",1117"
"0,""2017-1-08""";"1118,""18:20"",7";"36.31,""85.2"",""1.03"",""965.86"",""17.22"",""0.94"",""7.3"",""3.72"",""1.59"",1118"
"0,""2017-1-08""";"1119,""18:30"",7";"8.29,""88.3"",""1.42"",""965.82"",""17.35"",""0.5"",""7.04"",""2.94"",""1.52"",1119"
"0,""2017-1-08""";"1120,""18:40"",7";"21.73,""89.1"",""0.98"",""965.77"",""18.45"",""0.58"",""6.96"",""3.14"",""1.65"",1120"
"0,""2017-1-08""";"1121,""18:50"",7";"356.4,""90.3"",""0.93"",""965.76"",""19.35"",""0.72"",""6.83"",""3.63"",""2.01"",1121"
"0,""2017-1-08""";"1122,""19:00"",7";"28.86,""90.9"",""0.83"",""965.82"",""23.82"",""0.75"",""6.72"",""3.23"",""1.98"",1122"
"0,""2017-1-08""";"1123,""19:10"",7";"0.41,""94.1"",""0.71"",""965.89"",""24.86"",""0.8"",""6.37"",""4.12"",""1.85"",1123"
"0,""2017-1-08""";"1124,""19:20"",7";"357.2,""96.2"",""0.29"",""965.8"",""25.77"",""0.67"",""6.2"",""3.43"",""1.49"",1124"
"0,""2017-1-08""";"1125,""19:30"",7";"0.96,""97.7"",""0.31"",""965.9"",""24.26"",""1.06"",""6.05"",""4.8"",""1.92"",1125"
"0,""2017-1-08""";"1126,""19:40"",7";"1.46,""98.1"",""0.79"",""966.01"",""25.62"",""0.93"",""5.97"",""4.41"",""2.22"",1126"
"0,""2017-1-08""";"1127,""19:50"",7";"3.99,""97.8"",""0.77"",""966.13"",""20.59"",""0.96"",""5.97"",""4.9"",""2.52"",1127"
"0,""2017-1-08""";"1128,""20:00"",7";"9.77,""97.7"",""1.3"",""966.11"",""18.59"",""1.02"",""6.02"",""4.8"",""2.58"",1128"
"0,""2017-1-08""";"1129,""20:10"",7";"1.51,""97.6"",""1.06"",""966.14"",""17.03"",""0.75"",""6.09"",""4.41"",""2.72"",1129"
"0,""2017-1-08""";"1130,""20:20"",7";"0.54,""98.5"",""0.93"",""966.18"",""19.94"",""0.97"",""5.98"",""4.9"",""2.78"",1130"
"0,""2017-1-08""";"1131,""20:30"",7";"349.8,""99.2"",""0.85"",""966.06"",""21.37"",""0.88"",""5.98"",""5.39"",""2.62"",1131"
"0,""2017-1-08""";"1132,""20:40"",7";"344.4,""99.2"",""0.2"",""966.0"",""28.58"",""1.14"",""5.86"",""5.19"",""2.17"",1132"
"0,""2017-1-08""";"1133,""20:50"",7";"338.9,""99.2"",""0.36"",""965.87"",""18.52"",""0.92"",""5.68"",""5.1"",""2.86"",1133"
"0,""2017-1-08""";"1134,""21:00"",7";"348.7,""99.2"",""0.73"",""965.82"",""14.89"",""0.57"",""5.64"",""3.63"",""2.29"",1134"
"0,""2017-1-08""";"1135,""21:10"",7";"346.7,""98.9"",""1.15"",""965.92"",""17.39"",""0.56"",""5.77"",""3.14"",""1.51"",1135"
"0,""2017-1-08""";"1136,""21:20"",7";"343.7,""97.6"",""1.42"",""965.92"",""17.26"",""0.59"",""5.84"",""3.43"",""1.68"",1136"
"0,""2017-1-08""";"1137,""21:30"",7";"340.9,""96.6"",""1.08"",""965.89"",""16.07"",""0.47"",""5.93"",""2.84"",""1.53"",1137"
"0,""2017-1-08""";"1138,""21:40"",7";"341.2,""96.4"",""1.55"",""965.9"",""16.25"",""0.4"",""5.98"",""2.65"",""1.73"",1138"
"0,""2017-1-08""";"1139,""21:50"",7";"336.9,""94.8"",""1.31"",""965.93"",""17.09"",""0.61"",""6.13"",""3.53"",""1.84"",1139"
"0,""2017-1-08""";"1140,""22:00"",7";"332.1,""93.3"",""1.62"",""965.96"",""18.38"",""0.69"",""6.16"",""3.53"",""1.97"",1140"
"0,""2017-1-08""";"1141,""22:10"",7";"332.4,""91.6"",""1.48"",""965.99"",""18.56"",""0.76"",""6.27"",""3.72"",""2.29"",1141"
"0,""2017-1-08""";"1142,""22:20"",7";"328.9,""90.8"",""1.25"",""966.1"",""17.79"",""0.61"",""6.29"",""3.63"",""2.1"",1142"
"0,""2017-1-08""";"1143,""22:30"",7";"329.0,""90.2"",""1.32"",""966.04"",""19.88"",""0.73"",""6.33"",""3.53"",""1.87"",1143"
"0,""2017-1-08""";"1144,""22:40"",7";"324.9,""89.3"",""1.47"",""966.02"",""18.11"",""0.64"",""6.43"",""3.53"",""1.61"",1144"
"0,""2017-1-08""";"1145,""22:50"",7";"326.4,""88.6"",""0.96"",""965.91"",""20.85"",""0.66"",""6.5"",""2.94"",""1.56"",1145"
"0,""2017-1-08""";"1146,""23:00"",7";"330.1,""89.1"",""1.14"",""965.85"",""16.54"",""0.77"",""6.47"",""4.12"",""2.24"",1146"
"0,""2017-1-08""";"1147,""23:10"",7";"335.3,""89.5"",""1.21"",""965.79"",""14.26"",""0.55"",""6.39"",""3.72"",""2.41"",1147"
"0,""2017-1-08""";"1148,""23:20"",7";"335.5,""89.4"",""1.55"",""965.75"",""18.36"",""0.77"",""6.42"",""4.12"",""2.51"",1148"
"0,""2017-1-08""";"1149,""23:30"",7";"337.6,""90.1"",""1.75"",""965.86"",""12.69"",""0.54"",""6.34"",""3.53"",""2.42"",1149"
"0,""2017-1-08""";"1150,""23:40"",7";"343.7,""90.4"",""1.06"",""965.97"",""23.13"",""0.72"",""6.3"",""3.92"",""1.8"",1150"
"0,""2017-1-08""";"1151,""23:50"",7";"342.1,""90.6"",""1.09"",""965.88"",""16.36"",""0.72"",""6.28"",""4.51"",""2.28"",1151"
"0,""2017-1-09""";"1152,""00:00"",8";"336.9,""91.1"",""0.89"",""965.88"",""19.56"",""0.68"",""6.28"",""3.14"",""1.92"",1152"
"0,""2017-1-09""";"1153,""00:10"",8";"344.7,""91.1"",""1.22"",""965.88"",""27.64"",""0.96"",""6.29"",""4.31"",""2.06"",1153"
"0,""2017-1-09""";"1154,""00:20"",8";"339.8,""90.5"",""1.04"",""965.91"",""12.07"",""0.53"",""6.31"",""3.92"",""2.78"",1154"
"0,""2017-1-09""";"1155,""00:30"",8";"346.3,""90.5"",""1.28"",""965.84"",""20.51"",""0.77"",""6.31"",""4.41"",""2.29"",1155"
"0,""2017-1-09""";"1156,""00:40"",8";"356.0,""90.2"",""0.95"",""965.74"",""20.12"",""0.53"",""6.33"",""3.23"",""1.91"",1156"
"0,""2017-1-09""";"1157,""00:50"",8";"348.0,""89.6"",""0.99"",""965.58"",""21.9"",""0.63"",""6.4"",""3.14"",""1.68"",1157"
"0,""2017-1-09""";"1158,""01:00"",8";"342.9,""88.5"",""1.25"",""965.49"",""21.89"",""0.44"",""6.55"",""2.45"",""1.19"",1158"
"0,""2017-1-09""";"1159,""01:10"",8";"330.8,""89.0"",""1.12"",""965.4"",""17.36"",""0.47"",""6.52"",""2.55"",""1.25"",1159"
"0,""2017-1-09""";"1160,""01:20"",8";"342.4,""88.0"",""1.14"",""965.32"",""26.43"",""0.54"",""6.58"",""2.35"",""0.96"",1160"
"0,""2017-1-09""";"1161,""01:30"",8";"349.4,""87.6"",""1.57"",""965.3"",""16.12"",""0.58"",""6.5"",""4.41"",""2.01"",1161"
"0,""2017-1-09""";"1162,""01:40"",8";"337.0,""87.5"",""0.74"",""965.38"",""14.46"",""0.6"",""6.53"",""3.72"",""2.31"",1162"
